index,national,country,format_name,name,geo_type,iso_a3,marker_lat,marker_long,name_popup,inc_popup,inc_popup_cd,inc_popup_uc,epi_stage_popup,WESP_18_class_popup,inc_IBD,inc_CD,inc_UC,inc_IBD_popup,inc_CD_popup,inc_UC_popup,epi_stage,pop_based,inc_most_recent,inc_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
49,,Denmark,Denmark,Denmark,country,DNK,55.670249,10.3333283,"<p style=""font-size: 150%""><b>Denmark</b></p>","<p style=""font-size: 125%""><b>National:</b> Over the 1981–1992 period, the incidence of Crohn’s disease and ulcerative colitis were estimated at 4.6/100,000 and 13.2/100,000, respectively (<a href='https://academic.oup.com/ije/article/26/5/1003/722482?login=true' target='_blank'>Fonager 1997</a>). Over the 1995–2012 period, the incidence of Crohn’s disease was estimated at 8.2/100,000 and over the 1995–2011 period, the incidence of ulcerative colitis was estimated at 19.3/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/10/1274/2392482?login=true' target='_blank'>Norgard 2014</a>).</p>","<p style=""font-size: 125%""><b>National:</b> Over the 1981–1992 period, the incidence of Crohn’s disease were estimated at 4.6/100,000 (<a href='https://academic.oup.com/ije/article/26/5/1003/722482?login=true' target='_blank'>Fonager 1997</a>). Over the 1995–2012 period, the incidence of Crohn’s disease was estimated at 8.2/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/10/1274/2392482?login=true' target='_blank'>Norgard 2014</a>).</p>","<p style=""font-size: 125%""><b>National:</b> Over the 1981–1992 period, the incidence of ulcerative colitis were estimated at 13.2/100,000 (<a href='https://academic.oup.com/ije/article/26/5/1003/722482?login=true' target='_blank'>Fonager 1997</a>). Over the 1995–2011 period, the incidence of ulcerative colitis was estimated at 19.3/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/10/1274/2392482?login=true' target='_blank'>Norgard 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",15.52879987,14.91547556,3.278927213,"<p style=""font-size: 125%"">Overall incidence: 15.53<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 14.92<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 3.28<br></p>",E,pop,,,developed,,,,
50,,Denmark,Amager,Amager,region,,55.6108,12.6052,"<p style=""font-size: 150%""><b>Amager</b></p>","<p style=""font-size: 125%""><b>Amager:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 4.8/100,000 and 7.4/100,000, respectively. In 2011, the incidence of Crohn’s disease and ulcerative colitis was 5.2/100,000 and 9.6/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%""><b>Amager:</b> In 2010, the incidence of Crohn’s disease was 4.8/100,000. In 2011, the incidence was 5.2/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%""><b>Amager:</b> In 2010, the incidence of ulcerative colitis was 7.4/100,000. In 2011, the incidence was 9.6/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,E,pop,,,developed,,,,
51,,Denmark,Funen,Funen,region,,55.32473,10.34711616,"<p style=""font-size: 150%""><b>Funen</b></p>","<p style=""font-size: 125%""><b>Funen:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 11.4/100,000 and 20.1/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).<br><br>
</p>","<p style=""font-size: 125%""><b>Funen:</b> In 2010, the incidence of Crohn’s disease was 11.4/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).<br><br>
</p>","<p style=""font-size: 125%""><b>Funen:</b> In 2010, the incidence of ulcerative colitis was 20.1/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).<br><br>
</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,E,pop,,,developed,,,,
52,,Denmark,North Jutland,North Jutland,region,,56.8307,9.4931,"<p style=""font-size: 150%""><b>North Jutland</b></p>","<p style=""font-size: 125%""><b>North Jutland:</b> Over the 1978–2002 period, the incidence of Crohn’s disease was estimated at 6.73/100,000 and the incidence of ulcerative colitis was estimated at 12.2/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2006/06000/Increase_in_incidence_and_prevalence_of.5.aspx' target='_blank'>Jacobsen 2006</a>).
</p>","<p style=""font-size: 125%""><b>North Jutland:</b> Over the 1978–2002 period, the incidence of Crohn’s disease was estimated at 6.73/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2006/06000/Increase_in_incidence_and_prevalence_of.5.aspx' target='_blank'>Jacobsen 2006</a>).
</p>","<p style=""font-size: 125%""><b>North Jutland:</b> Over the 1978–2002 period, the incidence of ulcerative colitis was estimated at 12.2/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2006/06000/Increase_in_incidence_and_prevalence_of.5.aspx' target='_blank'>Jacobsen 2006</a>).
</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,E,pop,,,developed,,,,
53,,Denmark,Aarhus,ARHUS,municipality,,56.1496278,10.2134046,"<p style=""font-size: 150%""><b>Aarhus</b></p>","<p style=""font-size: 125%""><b>Aarhus:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 8.2/100,000 and 10.6/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Aarhus:</b> In 2010, the incidence of Crohn’s disease was 8.2/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Aarhus:</b> In 2010, the incidence of ulcerative colitis was 10.6/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,E,pop,,,developed,,,,
54,,Denmark,Copenhagen,COPENHAGEN,municipality,,55.6867243,12.5700724,"<p style=""font-size: 150%""><b>Copenhagen</b></p>","<p style=""font-size: 125%""><b>Copenhagen:</b> In 1960, the incidence of Crohn’s disease was 0.62/100,000 and the incidence of ulcerative colitis was 7.76/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/06000/Increasing_Incidences_of_Inflammatory_Bowel.20.aspx' target='_blank'>Vind 2006</a>). In 2004, the incidence had risen to 9.29/100,000 for Crohn’s disease and to 14.2/100,000 for ulcerative colitis (<a href='https://journals.lww.com/ajg/Abstract/2006/06000/Increasing_Incidences_of_Inflammatory_Bowel.20.aspx' target='_blank'>Vind 2006</a>, see also <a href='https://pubmed.ncbi.nlm.nih.gov/6980161/' target='_blank'>Binder 1982</a>).<br><br></p>","<p style=""font-size: 125%""><b>Copenhagen:</b> In 1960, the incidence of Crohn’s disease was 0.62/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/06000/Increasing_Incidences_of_Inflammatory_Bowel.20.aspx' target='_blank'>Vind 2006</a>). In 2004, the incidence had risen to 9.29/100,000 for Crohn’s disease (<a href='https://journals.lww.com/ajg/Abstract/2006/06000/Increasing_Incidences_of_Inflammatory_Bowel.20.aspx' target='_blank'>Vind 2006</a>, see also <a href='https://pubmed.ncbi.nlm.nih.gov/6980161/' target='_blank'>Binder 1982</a>).<br><br></p>","<p style=""font-size: 125%""><b>Copenhagen:</b> In 1960, the incidence of ulcerative colitis was 7.76/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/06000/Increasing_Incidences_of_Inflammatory_Bowel.20.aspx' target='_blank'>Vind 2006</a>). By 2004, the incidence had risen to 14.2/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/06000/Increasing_Incidences_of_Inflammatory_Bowel.20.aspx' target='_blank'>Vind 2006</a>, see also <a href='https://pubmed.ncbi.nlm.nih.gov/6980161/' target='_blank'>Binder 1982</a>).<br><br></p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,E,pop,,,developed,,,,
55,,Denmark,Herlev,Herlev,municipality,,55.7337193,12.42945165,"<p style=""font-size: 150%""><b>Herlev</b></p>","<p style=""font-size: 125%""><b>Herlev:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 7/100,000 and 8.3/100,000, respectively. In 2011, the incidence of Crohn’s disease and ulcerative colitis was 3.8/100,000 and 11.5/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%""><b>Herlev:</b> In 2010, the incidence of Crohn’s disease was 7/100,000. In 2011, the incidence was 3.8/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%""><b>Herlev:</b> In 2010, the incidence of ulcerative colitis was 8.3/100,000. In 2011, the incidence was 11.5/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,E,pop,,,developed,,,,
56,,Denmark,Herning,HERNING,municipality,,56.1379757,8.9746623,"<p style=""font-size: 150%""><b>Herning</b></p>","<p style=""font-size: 125%""><b>Herning:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 7.1/100,000 and 13/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Herning:</b> In 2010, the incidence of Crohn’s disease was 7.1/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Herning:</b> In 2010, the incidence of ulcerative colitis was 13/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,E,pop,,,developed,,,,
57,,Denmark,Viborg,VIBORG,municipality,,56.4469128,9.4059354,"<p style=""font-size: 150%""><b>Viborg</b></p>","<p style=""font-size: 125%""><b>Viborg:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 9.6/100,000 and 15.7/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Viborg:</b> In 2010, the incidence of Crohn’s disease was 9.6/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Viborg:</b> In 2010, the incidence of ulcerative colitis was 15.7/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,E,pop,,,developed,,,,
58,No,Estonia,Estonia,Estonia,country,EST,58.7523778,25.3319078,"<p style=""font-size: 150%""><b>Estonia</b></p>","<p style=""font-size: 125%""><b>Tartu:</b> Over the period 1993–1998, the incidence of Crohn’s disease was estimated at 1.4/100,000 and the incidence of ulcerative colitis was estimated at 1.7/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v7/i3/387.htm' target='_blank'>Salupere 2001</a>). In 2010, the incidence of Crohn’s disease and ulcerative colitis was 5.4/100,000 and 5.7/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Tartu:</b> Over the period 1993–1998, the incidence of Crohn’s disease was estimated at 1.4/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v7/i3/387.htm' target='_blank'>Salupere 2001</a>). In 2010, the incidence of Crohn’s disease was 5.4/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Tartu:</b> Over the period 1993–1998, the incidence of ulcerative colitis was estimated at 1.7/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v7/i3/387.htm' target='_blank'>Salupere 2001</a>). In 2010, the incidence of ulcerative colitis was 5.4/100,000 and 5.7/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",3.849521188,4.140954597,14.15644143,"<p style=""font-size: 125%"">Overall incidence: 3.85<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 4.14<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 14.16<br></p>",CP,notpop,,,developed,,,,
59,,Estonia,Tartu,Tartu,municipality,,58.3801207,26.72245,"<p style=""font-size: 150%""><b>Tartu</b></p>","<p style=""font-size: 125%""><b>Tartu:</b> Over the period 1993–1998, the incidence of Crohn’s disease was estimated at 1.4/100,000 and the incidence of ulcerative colitis was estimated at 1.7/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v7/i3/387.htm' target='_blank'>Salupere 2001</a>). In 2010, the incidence of Crohn’s disease and ulcerative colitis was 5.4/100,000 and 5.7/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Tartu:</b> Over the period 1993–1998, the incidence of Crohn’s disease was estimated at 1.4/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v7/i3/387.htm' target='_blank'>Salupere 2001</a>). In 2010, the incidence of Crohn’s disease was 5.4/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Tartu:</b> Over the period 1993–1998, the incidence of ulcerative colitis was estimated at 1.7/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v7/i3/387.htm' target='_blank'>Salupere 2001</a>). In 2010, the incidence of ulcerative colitis was 5.4/100,000 and 5.7/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,notpop,,,developed,,,,
60,,Faroe Islands,Faroe Islands,Faeroe Is.,country,FRO,62.0448724,-7.0322972,"<p style=""font-size: 150%""><b>Faroe Islands</b></p>","<p style=""font-size: 125%""><b>National:</b> Over the periods 1960–1979, the incidence of Crohn’s disease was estimated at 3.95/100,000 and the incidence of ulcerative colitis was estimated at 7.32/100,000. In 2012, the incidence of Crohn’s disease was 10/100,000 and was as high as 11.1/100,000 in 2010 and 2011. In 2012, the incidence of ulcerative colitis was 44/100,000 and was as high as 57.9/100,000 in 2011 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528609034645' target='_blank'>Berner 1986</a>, <a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/10/8/934/2392147?login=true' target='_blank'>Hammer 2016</a>).<br><br>

References: <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528609034645' target='_blank'>Berner 1986</a>, <a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/10/8/934/2392147?login=true' target='_blank'>Hammer 2016</a></p>","<p style=""font-size: 125%""><b>National:</b> Over the periods 1960–1979, the incidence of Crohn’s disease was estimated at 3.95/100,000. In 2012, the incidence of Crohn’s disease was 10/100,000 and was as high as 11.1/100,000 in 2010 and 2011 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528609034645' target='_blank'>Berner 1986</a>, <a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/10/8/934/2392147?login=true' target='_blank'>Hammer 2016</a>).<br><br>

References: <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528609034645' target='_blank'>Berner 1986</a>, <a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/10/8/934/2392147?login=true' target='_blank'>Hammer 2016</a></p>","<p style=""font-size: 125%""><b>National:</b> Over the periods 1960–1979, the incidence of ulcerative colitis was estimated at 7.32/100,000. In 2012, the incidence of ulcerative colitis was 44/100,000 and was as high as 57.9/100,000 in 2011 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528609034645' target='_blank'>Berner 1986</a>, <a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/10/8/934/2392147?login=true' target='_blank'>Hammer 2016</a>).<br><br>

References: <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528609034645' target='_blank'>Berner 1986</a>, <a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/10/8/934/2392147?login=true' target='_blank'>Hammer 2016</a></p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","?<p style=""font-size: 125%"">Country status: developed</p>",24.01400175,19.47538006,10.70665855,"<p style=""font-size: 125%"">Overall incidence: 24.01<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 19.48<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 10.71<br></p>",AI,notpop,,,?developed,,,,
61,,Finland,Finland,Finland,country,FIN,63.2467777,25.9209164,"<p style=""font-size: 150%""><b>Finland</b></p>","<p style=""font-size: 125%""><b>National:</b> Over the period 1956–1967, the incidence of ulcerative colitis was estimated at 0.93/100,000 (<a href='https://journals.lww.com/dcrjournal/Abstract/1971/14040/Ulcerative_colitis_in_Finland___I__Cases_treated.2.aspx' target='_blank'>Moller 1971</a>); in 1967 the incidence of ulcerative colitis was 4.8/100,000 (<a href='https://journals.lww.com/dcrjournal/Abstract/1971/14040/Ulcerative_colitis_in_Finland___II__One_year.3.aspx' target='_blank'>Linden 1971</a>). Over the 2000–2007 period, the incidence of Crohn’s disease was estimated at 9.2/100,000 and the incidence of ulcerative colitis was estimated at 24.8/100,000 (<a href='https://academic.oup.com/ibdjournal/article/18/3/555/4608021?login=true' target='_blank'>Jussila 2012</a>).</p>","<p style=""font-size: 125%""><b>National:</b>  Over the 2000–2007 period, the incidence of Crohn’s disease was estimated at 9.2/100,000 (<a href='https://academic.oup.com/ibdjournal/article/18/3/555/4608021?login=true' target='_blank'>Jussila 2012</a>).</p>","<p style=""font-size: 125%""><b>National:</b> Over the period 1956–1967, the incidence of ulcerative colitis was estimated at 0.93/100,000 (<a href='https://journals.lww.com/dcrjournal/Abstract/1971/14040/Ulcerative_colitis_in_Finland___I__Cases_treated.2.aspx' target='_blank'>Moller 1971</a>); in 1967 the incidence of ulcerative colitis was 4.8/100,000 (<a href='https://journals.lww.com/dcrjournal/Abstract/1971/14040/Ulcerative_colitis_in_Finland___II__One_year.3.aspx' target='_blank'>Linden 1971</a>). Over the 2000–2007 period, the incidence of ulcerative colitis was estimated at 24.8/100,000 (<a href='https://academic.oup.com/ibdjournal/article/18/3/555/4608021?login=true' target='_blank'>Jussila 2012</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",23.72245851,2.661159386,5.074032619,"<p style=""font-size: 125%"">Overall incidence: 23.72<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 2.66<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 5.07<br></p>",E,notpop,,,developed,,,,
