Author,StudyYear,Continent,Country,Region,geo_type,zoom,admin,name,name_format,AgeRange,age_cat,Subgroup,Year,year_mid,IBD_IncidencePer100000,CD_IncidencePer100000,UC_IncidencePer100000,IBDU_IncidencePer100000,IBD_PrevalencePer100000,CD_PrevalencePer100000,UC_PrevalencePer100000,IBDU_PrevalencePer100000,Standardization,Reference,URL
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Females,2003-2007,2005,0.33,0.18,0.15,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Males,2003-2007,2005,0.36,0.19,0.17,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2003-2007,2005,0.35,0.19,0.16,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<5,Very Early-Onset,Overall,2003-2007,2005,0.27,0.14,0.13,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,5-9,Pediatric-Onset,Overall,2003-2007,2005,0.31,0.13,0.18,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,10-14,Pediatric-Onset,Overall,2003-2007,2005,0.45,0.29,0.16,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2003-2012,2008,0.47,0.27,0.2,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2004,2004,0.29,0.12,0.17,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2005,2005,0.34,0.18,0.16,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2006,2006,0.34,0.17,0.17,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2007,2007,0.51,0.31,0.2,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2008,2008,0.54,0.29,0.25,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Females,2008-2012,2010,0.54,0.31,0.23,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Males,2008-2012,2010,0.64,0.39,0.25,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2008-2012,2010,0.59,0.35,0.24,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<5,Very Early-Onset,Overall,2008-2012,2010,0.19,0.05,0.14,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,5-9,Pediatric-Onset,Overall,2008-2012,2010,0.55,0.3,0.25,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,10-14,Pediatric-Onset,Overall,2008-2012,2010,0.99,0.67,0.25,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2009,2009,0.77,0.46,0.31,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2010,2010,0.59,0.32,0.27,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2011,2011,0.56,0.34,0.22,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2014,Asia,Saudi Arabia,Saudi Arabia,country,,Saudi Arabia,Saudi Arabia,Saudi Arabia,<15,Pediatric-Onset,Overall,2012,2012,0.49,0.34,0.15,,,,,,,El Mouzan et al. Incidence of Pediatric Inflammatory Bowel Disease in Saudi Arabia: A Multicenter National Study. Inflamm Bowel Dis. 2014;20:1085.,http://dx.doi.org/10.1097/mib.0000000000000048
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2003,2003,,0.2,0.27,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2003-2007,2005,,0.32,0.27,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2004,2004,,0.2,0.06,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2005,2005,,0.39,0.19,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2006,2006,,0.31,0.25,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2007,2007,,0.49,0.56,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2008,2008,,0.73,0.24,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2008-2012,2010,,0.37,0.37,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2009,2009,,0.83,0.53,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2010,2010,,0.58,0.58,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2011,2011,,0.45,0.23,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Central region,region,4,Saudi Arabia,Central Region (SAU),Central Region,<15,Pediatric-Onset,Overall,2012,2012,,0.27,0.27,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2003,2003,,0.09,0.1,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2003-2007,2005,,0.23,0.13,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2004,2004,,0,0.09,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2005,2005,,0.09,0.28,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2006,2006,,0.19,0,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2007,2007,,0.73,0.18,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2008,2008,,0.44,0.18,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2008-2012,2010,,0.7,0.27,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2009,2009,,0.96,0.17,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2010,2010,,0.68,0.34,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2011,2011,,0.83,0.42,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Eastern region,region,4,Saudi Arabia,Eastern Region (SAU),Eastern Region,<15,Pediatric-Onset,Overall,2012,2012,,0.57,0.24,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Western region,region,4,Saudi Arabia,Western Region (SAU),Western Region,<15,Pediatric-Onset,Overall,2003,2003,,0.36,0.14,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Western region,region,4,Saudi Arabia,Western Region (SAU),Western Region,<15,Pediatric-Onset,Overall,2003-2007,2005,,0.38,0.24,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Western region,region,4,Saudi Arabia,Western Region (SAU),Western Region,<15,Pediatric-Onset,Overall,2004,2004,,0.35,0.49,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Western region,region,4,Saudi Arabia,Western Region (SAU),Western Region,<15,Pediatric-Onset,Overall,2005,2005,,0.41,0.2,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Western region,region,4,Saudi Arabia,Western Region (SAU),Western Region,<15,Pediatric-Onset,Overall,2006,2006,,0.34,0.33,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Western region,region,4,Saudi Arabia,Western Region (SAU),Western Region,<15,Pediatric-Onset,Overall,2007,2007,,0.46,0.06,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Western region,region,4,Saudi Arabia,Western Region (SAU),Western Region,<15,Pediatric-Onset,Overall,2008,2008,,0.38,0.51,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Western region,region,4,Saudi Arabia,Western Region (SAU),Western Region,<15,Pediatric-Onset,Overall,2008-2012,2010,,0.46,0.38,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Western region,region,4,Saudi Arabia,Western Region (SAU),Western Region,<15,Pediatric-Onset,Overall,2009,2009,,0.56,0.75,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Western region,region,4,Saudi Arabia,Western Region (SAU),Western Region,<15,Pediatric-Onset,Overall,2010,2010,,0.43,0.24,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
El Mouzan,2020,Asia,Saudi Arabia,Western region,region,4,Saudi Arabia,Western Region (SAU),Western Region,<15,Pediatric-Onset,Overall,2011,2011,,0.41,0.24,,,,,,,El Mouzan et al. Regional variation of pediatric inflammatory bowel disease in Saudi Arabia: results from a multicenter study. World J Gastroenterol. 2020;26:416.,https://pubmed.ncbi.nlm.nih.gov/32063690
