index,national,country,name_format,name,geo_ type,iso_a3,marker_lat,marker_long,name_popup,prev_popup,prev_popup_cd,prev_popup_uc,epi_stage_popup,WESP_18_class_popup,prev_IBD,prev_CD,prev_UC,prev_IBD_popup,prev_CD_popup,prev_UC_popup,epi_stage,pop_based,prev_most_recent,prev_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
40,,Finland,,Tampere,municipality,,61.4978,23.761,"<p style=""font-size: 150%""><b>Tampere</b></p>","<p style=""font-size: 125%""><b>Tampere:</b> In 1986, the prevalence of Crohn’s disease and ulcerative colitis was 40/100,000 and 119/100,000, respectively (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2010.485323' target='_blank'>Manninen 2010</a>). In 1999, the prevalence of Crohn’s disease and ulcerative colitis was 124/100,000 and 291/100,000, respectively (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2010.485323' target='_blank'>Manninen 2010</a>, see also <a href='https://academic.oup.com/ecco-jcc/article/7/7/e256/407725?login=true' target='_blank'>Jussila 2013</a>).</p>","<p style=""font-size: 125%""><b>Tampere:</b> In 1986, the prevalence of Crohn’s disease was 40/100,000 (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2010.485323' target='_blank'>Manninen 2010</a>). In 1999, the prevalence was 124/100,000 (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2010.485323' target='_blank'>Manninen 2010</a>, see also <a href='https://academic.oup.com/ecco-jcc/article/7/7/e256/407725?login=true' target='_blank'>Jussila 2013</a>).</p>","<p style=""font-size: 125%""><b>Tampere:</b> In 1986, the prevalence of ulcerative colitis was 119/100,000 (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2010.485323' target='_blank'>Manninen 2010</a>). By 1999, the prevalence had risen to 291/100,000 (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2010.485323' target='_blank'>Manninen 2010</a>, see also <a href='https://academic.oup.com/ecco-jcc/article/7/7/e256/407725?login=true' target='_blank'>Jussila 2013</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",17.91101721,22.94862804,15.50811438,"<p style=""font-size: 125%"">Overall prevalence: 17.91<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 22.95<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 15.51<br></p>",E,notpop,,,developed,,,,
41,,Finland,,Oulu,municipality,,65.0121,25.4651,"<p style=""font-size: 150%""><b>Oulu</b></p>","<p style=""font-size: 125%""><b>Oulu:</b> In 1993, the prevalence of Crohn’s disease and ulcerative colitis was 38/100,000 and 219/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/7/7/e256/407725?login=true' target='_blank'>Jussila 2013</a>).</p>","<p style=""font-size: 125%""><b>Oulu:</b> In 1993, the prevalence of Crohn’s disease was 38/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/7/7/e256/407725?login=true' target='_blank'>Jussila 2013</a>).</p>","<p style=""font-size: 125%""><b>Oulu:</b> In 1993, the prevalence of ulcerative colitis was 219/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/7/7/e256/407725?login=true' target='_blank'>Jussila 2013</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",17.91101721,22.94862804,15.50811438,"<p style=""font-size: 125%"">Overall prevalence: 17.91<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 22.95<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 15.51<br></p>",E,notpop,,,developed,,,,
42,,Finland,,Turku,municipality,,60.4518,22.2666,"<p style=""font-size: 150%""><b>Turku</b></p>","<p style=""font-size: 125%""><b>Turku:</b> In 1993, the prevalence of Crohn’s disease and ulcerative colitis was 33/100,000 and 156/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/7/7/e256/407725?login=true' target='_blank'>Jussila 2013</a>).</p>","<p style=""font-size: 125%""><b>Turku:</b> In 1993, the prevalence of Crohn’s disease was 33/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/7/7/e256/407725?login=true' target='_blank'>Jussila 2013</a>).</p>","<p style=""font-size: 125%""><b>Turku:</b> In 1993, the prevalence of ulcerative colitis was 156/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/7/7/e256/407725?login=true' target='_blank'>Jussila 2013</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",17.91101721,22.94862804,15.50811438,"<p style=""font-size: 125%"">Overall prevalence: 17.91<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 22.95<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 15.51<br></p>",E,notpop,,,developed,,,,
43,No,Germany,,Germany,country,DEU,,,"<p style=""font-size: 150%""><b>Germany</b></p>","<p style=""font-size: 125%""><b>North Rhine-Westphalia State (Essen, Mülheim, and Oberhausen):</b> In 1984, the prevalence of Crohn's disease was 36/100,000 (<a href='https://journals.lww.com/eurojgh/Abstract/1994/11000/A_prospective_analysis_of_the_incidence_and.12.aspx' target='_blank'>Goebell 1994</a>).<br><br>

<b>Cologne:</b> In 1986, the prevalence of Crohn’s disease was 30.67/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8232089/' target='_blank'>Loffler 1993</a>).<br><br>

<b>Hesse:</b> In 2010, the prevalence of Crohn’s disease and ulcerative colitis was 322/100,000 and 412/100,000, respectively (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2014.962605' target='_blank'>Hein 2014</a>).<br><br>

<b>Marburg/Lahn (present-day Upper Hesse Region in Hessen):</b> In 1975, the prevalence of Crohn’s disease was 30.5/100,000. In 1973, the prevalence of ulcerative colitis was 48.8/100,000 (Brandes 1983 (Epidemiologische Aspekte zur Enterocolitis regionalis Crohn und Colitis ulcerosa in Marburg/Lahn (FRG) zwischen 1962 und 1975)).<br><br>

<b>Ruhr:</b> In 1984, the prevalence of ulcerative colitis was 27.3/100,000 (Dirks 1994 (Prospektive Untersuchung von Inzidenz und Pravalenz der Colitis ulcerosa in einer Grossstadtbevolkerung in Deutschland (Westliches Ruhrgebiet))).<br><br>

<b>Tübingen:</b> In 1984, the prevalence of Crohn’s disease and ulcerative colitis was 54.6/100,000 and 24.8/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909091349' target='_blank'>Daiss 1989</a>).</p>","<p style=""font-size: 125%""><b>North Rhine-Westphalia State (Essen, Mülheim, and Oberhausen):</b> In 1984, the prevalence of Crohn's disease was 36/100,000 (<a href='https://journals.lww.com/eurojgh/Abstract/1994/11000/A_prospective_analysis_of_the_incidence_and.12.aspx' target='_blank'>Goebell 1994</a>).<br><br>

<b>Cologne:</b> In 1986, the prevalence of Crohn’s disease was 30.67/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8232089/' target='_blank'>Loffler 1993</a>).<br><br>

<b>Hesse:</b> In 2010, the prevalence of Crohn’s disease was 322/100,000 (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2014.962605' target='_blank'>Hein 2014</a>).<br><br>

<b>Marburg/Lahn (present-day Upper Hesse Region in Hessen):</b> In 1975, the prevalence of Crohn’s disease was 30.5/100,000. (Brandes 1983 (Epidemiologische Aspekte zur Enterocolitis regionalis Crohn und Colitis ulcerosa in Marburg/Lahn (FRG) zwischen 1962 und 1975)).<br><br>

<b>Tübingen:</b> In 1984, the prevalence of Crohn’s disease was 54.6/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909091349' target='_blank'>Daiss 1989</a>).</p>","<p style=""font-size: 125%""><b><b>Hesse:</b> In 2010, the prevalence of ulcerative colitis was 412/100,000 (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2014.962605' target='_blank'>Hein 2014</a>).<br><br>

<b>Marburg/Lahn (present-day Upper Hesse Region in Hessen):</b> In 1973, the prevalence of ulcerative colitis was 48.8/100,000 (Brandes 1983 (Epidemiologische Aspekte zur Enterocolitis regionalis Crohn und Colitis ulcerosa in Marburg/Lahn (FRG) zwischen 1962 und 1975)).<br><br>

<b>Ruhr:</b> In 1984, the prevalence of ulcerative colitis was 27.3/100,000 (Dirks 1994 (Prospektive Untersuchung von Inzidenz und Pravalenz der Colitis ulcerosa in einer Grossstadtbevolkerung in Deutschland (Westliches Ruhrgebiet))).<br><br>

<b>Tübingen:</b> In 1984, the prevalence of ulcerative colitis was 24.8/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909091349' target='_blank'>Daiss 1989</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",4.53474492,3.951795155,11.3226553,"<p style=""font-size: 125%"">Overall prevalence: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 3.95<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 11.32<br></p>",CP,pop,,,major developed,,,,
44,,Germany,,North Rhine-Westphalia State,region,,51.4332,7.6616,"<p style=""font-size: 150%""><b>North Rhine-Westphalia State</b></p>","<p style=""font-size: 125%""><b>North Rhine-Westphalia State (Essen, Mülheim, and Oberhausen):</b> In 1984, the prevalence of Crohn's disease was 36/100,000 (<a href='https://journals.lww.com/eurojgh/Abstract/1994/11000/A_prospective_analysis_of_the_incidence_and.12.aspx' target='_blank'>Goebell 1994</a>).</p>","<p style=""font-size: 125%""><b>North Rhine-Westphalia State (Essen, Mülheim, and Oberhausen):</b> In 1984, the prevalence of Crohn's disease was 36/100,000 (<a href='https://journals.lww.com/eurojgh/Abstract/1994/11000/A_prospective_analysis_of_the_incidence_and.12.aspx' target='_blank'>Goebell 1994</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",4.53474492,3.951795155,11.3226553,"<p style=""font-size: 125%"">Overall prevalence: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 3.95<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 11.32<br></p>",CP,pop,,,major developed,,,,
45,,Germany,,Cologne,municipality,,50.9275,6.9603,"<p style=""font-size: 150%""><b>Cologne</b></p>","<p style=""font-size: 125%""><b>Cologne:</b> In 1986, the prevalence of Crohn’s disease was 30.67/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8232089/' target='_blank'>Loffler 1993</a>).</p>","<p style=""font-size: 125%""><b>Cologne:</b> In 1986, the prevalence of Crohn’s disease was 30.67/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8232089/' target='_blank'>Loffler 1993</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",4.53474492,3.951795155,11.3226553,"<p style=""font-size: 125%"">Overall prevalence: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 3.95<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 11.32<br></p>",CP,pop,,,major developed,,,,
46,,Germany,,Hesse,region,,50.6521,9.1624,"<p style=""font-size: 150%""><b>Hesse</b></p>","<p style=""font-size: 125%""><b>Hesse:</b> In 2010, the prevalence of Crohn’s disease and ulcerative colitis was 322/100,000 and 412/100,000, respectively (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2014.962605' target='_blank'>Hein 2014</a>).</p>","<p style=""font-size: 125%""><b>Hesse:</b> In 2010, the prevalence of Crohn’s disease was 322/100,000 (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2014.962605' target='_blank'>Hein 2014</a>).</p>","<p style=""font-size: 125%""><b>Hesse:</b> In 2010, the prevalence of ulcerative colitis was 412/100,000 (<a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2014.962605' target='_blank'>Hein 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",4.53474492,3.951795155,11.3226553,"<p style=""font-size: 125%"">Overall prevalence: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 3.95<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 11.32<br></p>",CP,pop,,,major developed,,,,
47,,Germany,,Marburg,municipality,,50.6889,8.6662,"<p style=""font-size: 150%""><b>Marburg/Lahn</b></p>","<p style=""font-size: 125%""><b>Marburg/Lahn (present-day Upper Hesse Region in Hessen):</b> In 1975, the prevalence of Crohn’s disease was 30.5/100,000. In 1973, the prevalence of ulcerative colitis was 48.8/100,000 (Brandes 1983 (Epidemiologische Aspekte zur Enterocolitis regionalis Crohn und Colitis ulcerosa in Marburg/Lahn (FRG) zwischen 1962 und 1975)).</p>","<p style=""font-size: 125%""><b>Marburg/Lahn (present-day Upper Hesse Region in Hessen):</b> In 1975, the prevalence of Crohn’s disease was 30.5/100,000 (Brandes 1983 (Epidemiologische Aspekte zur Enterocolitis regionalis Crohn und Colitis ulcerosa in Marburg/Lahn (FRG) zwischen 1962 und 1975)).</p>","<p style=""font-size: 125%""><b>Marburg/Lahn (present-day Upper Hesse Region in Hessen):</b> In 1973, the prevalence of ulcerative colitis was 48.8/100,000 (Brandes 1983 (Epidemiologische Aspekte zur Enterocolitis regionalis Crohn und Colitis ulcerosa in Marburg/Lahn (FRG) zwischen 1962 und 1975)).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",4.53474492,3.951795155,11.3226553,"<p style=""font-size: 125%"">Overall prevalence: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 3.95<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 11.32<br></p>",CP,pop,,,major developed,,,,
48,,Germany,,Ruhr,region,,51.5451,7.1981,"<p style=""font-size: 150%""><b>Ruhr</b></p>","<p style=""font-size: 125%""><b>Ruhr:</b> In 1984, the prevalence of ulcerative colitis was 27.3/100,000 (Dirks 1994 (Prospektive Untersuchung von Inzidenz und Pravalenz der Colitis ulcerosa in einer Grossstadtbevolkerung in Deutschland (Westliches Ruhrgebiet))).</p>",,"<p style=""font-size: 125%""><b>Ruhr:</b> In 1984, the prevalence of ulcerative colitis was 27.3/100,000 (Dirks 1994 (Prospektive Untersuchung von Inzidenz und Pravalenz der Colitis ulcerosa in einer Grossstadtbevolkerung in Deutschland (Westliches Ruhrgebiet))).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",4.53474492,3.951795155,11.3226553,"<p style=""font-size: 125%"">Overall prevalence: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 3.95<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 11.32<br></p>",CP,pop,,,major developed,,,,
49,,Germany,,Tubingen,municipality,,48.5216,9.0576,"<p style=""font-size: 150%""><b>Tübingen</b></p>","<p style=""font-size: 125%""><b>Tübingen:</b> In 1984, the prevalence of Crohn’s disease and ulcerative colitis was 54.6/100,000 and 24.8/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909091349' target='_blank'>Daiss 1989</a>).</p>","<p style=""font-size: 125%""><b>Tübingen:</b> In 1984, the prevalence of Crohn’s disease was 54.6/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909091349' target='_blank'>Daiss 1989</a>).</p>","<p style=""font-size: 125%""><b>Tübingen:</b> In 1984, the prevalence of ulcerative colitis was 24.8/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909091349' target='_blank'>Daiss 1989</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",4.53474492,3.951795155,11.3226553,"<p style=""font-size: 125%"">Overall prevalence: 4.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 3.95<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 11.32<br></p>",CP,pop,,,major developed,,,,
50,No,Greece,,Greece,country,GRC,,,"<p style=""font-size: 150%""><b>Greece</b></p>","<p style=""font-size: 125%""><b>Ioannina:</b> In 1991, the prevalence of Crohn’s disease and ulcerative colitis was 0.4/100,000 and 3.6/100,000, respectively. In 1997, the prevalence of Crohn’s disease and ulcerative colitis was 0.9/100,000 and 6.6/100,000, respectively (<a href='http://www.annalsgastro.gr/index.php/annalsgastro/article/view/355' target='_blank'>Tsianos 2005</a>).</p>","<p style=""font-size: 125%""><b>Ioannina:</b> In 1991, the prevalence of Crohn’s disease was 0.4/100,000. In 1997, the prevalence was 0.9/100,000 (<a href='http://www.annalsgastro.gr/index.php/annalsgastro/article/view/355' target='_blank'>Tsianos 2005</a>).</p>","<p style=""font-size: 125%""><b>Ioannina:</b> In 1991, the prevalence of ulcerative colitis was 3.6/100,000. In 1997, the prevalence was 6.6/100,000 (<a href='http://www.annalsgastro.gr/index.php/annalsgastro/article/view/355' target='_blank'>Tsianos 2005</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",6.520873029,2.483990142,10.56106119,"<p style=""font-size: 125%"">Overall prevalence: 6.52<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 2.48<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 10.56<br></p>",CP,pop,,,developed,,,,
51,,Greece,,IOANNINA,municipality,,39.665,20.8537,"<p style=""font-size: 150%""><b>Ioannina</b></p>","<p style=""font-size: 125%""><b>Ioannina:</b> In 1991, the prevalence of Crohn’s disease and ulcerative colitis was 0.4/100,000 and 3.6/100,000, respectively. In 1997, the prevalence of Crohn’s disease and ulcerative colitis was 0.9/100,000 and 6.6/100,000, respectively (<a href='http://www.annalsgastro.gr/index.php/annalsgastro/article/view/355' target='_blank'>Tsianos 2005</a>).</p>","<p style=""font-size: 125%""><b>Ioannina:</b> In 1991, the prevalence of Crohn’s disease was 0.4/100,000. In 1997, the prevalence was 0.9/100,000 (<a href='http://www.annalsgastro.gr/index.php/annalsgastro/article/view/355' target='_blank'>Tsianos 2005</a>).</p>","<p style=""font-size: 125%""><b>Ioannina:</b> In 1991, the prevalence of ulcerative colitis was 3.6/100,000. In 1997, the prevalence was and 6.6/100,000 (<a href='http://www.annalsgastro.gr/index.php/annalsgastro/article/view/355' target='_blank'>Tsianos 2005</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",6.520873029,2.483990142,10.56106119,"<p style=""font-size: 125%"">Overall prevalence: 6.52<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 2.48<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 10.56<br></p>",CP,pop,,,developed,,,,
52,,Hungary,,Hungary,country,HUN,,,"<p style=""font-size: 150%""><b>Hungary</b></p>","<p style=""font-size: 125%""><b>National:</b> In 2013, the prevalence of Crohn’s disease and ulcerative colitis was 200/100,000 and 340/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S1590865816305242?via%3Dihub' target='_blank'>Kurti 2016</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2013, the prevalence of Crohn’s disease was 200/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1590865816305242?via%3Dihub' target='_blank'>Kurti 2016</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2013, the prevalence of ulcerative colitis was 340/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1590865816305242?via%3Dihub' target='_blank'>Kurti 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",11.67010271,0.509014999,25.37258658,"<p style=""font-size: 125%"">Overall prevalence: 11.67<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 0.51<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 25.37<br></p>",E,pop,,,developed,,,,
